product_id,product_name,category,price,cost
PROD_0303,Damascus Steel 8-Inch Chef Knife - Edition 6,Home & Kitchen,293.0,122.96
PROD_0304,Aromatherapy Ultrasonic Essential Oil Diffuser - Edition 5,Home & Kitchen,189.0,71.96
PROD_0305,Heavy-Duty Resistance Bands Set - Edition 3,Sports & Outdoors,42.99,23.87
PROD_0306,Memory Foam Orthopedic Contour Pillow - Edition 9,Home & Kitchen,323.99,153.28
PROD_0307,Fleece-Lined Winter Beanie - Edition 3,Apparel & Accessories,152.0,43.21
PROD_0308,Weighted Cooling Blanket 15-lb - Edition 4,Home & Kitchen,180.99,88.94
PROD_0309,Organic Pima Cotton Crewneck Tee - Edition 8,Apparel & Accessories,180.0,72.09
PROD_0310,Portable Waterproof Bluetooth Speaker - Edition 5,Electronics,720.99,578.29
PROD_0311,Cordless Rechargeable Stick Vacuum - Edition 3,Home & Kitchen,124.99,72.15
PROD_0312,Merino Wool Blend Thermal Sweater - Edition 4,Apparel & Accessories,162.99,59.02
PROD_0313,All-Weather Lightweight Windbreaker - Edition 7,Apparel & Accessories,77.5,30.51
PROD_0314,Slim-Fit Stretch Denim Jeans - Edition 6,Apparel & Accessories,123.99,36.53
PROD_0315,Waterproof Commuter Backpack - Edition 4,Apparel & Accessories,173.5,71.85
PROD_0316,Polarized UV400 Wayfarer Sunglasses - Edition 6,Apparel & Accessories,93.99,34.44
PROD_0317,Full-Grain Leather Bi-Fold Wallet - Edition 6,Apparel & Accessories,95.99,35.43
PROD_0318,Botanical Nourishing Night Cream - Edition 7,Beauty & Personal Care,38.5,12.47
PROD_0319,Tailored Wool Blend Overcoat - Edition 8,,81.5,36.41
PROD_0320,Financial Modeling for Technology Executives - Edition 4,Books & Media,38.99,24.26
PROD_0321,Adjustable Neoprene Dumbbell Set - Edition 6,Sports & Outdoors,109.0,51.11
PROD_0322,Bamboo Cutting Board with Juice Groove - Edition 7,Home & Kitchen,103.5,43.27
PROD_0323,Organic Pima Cotton Crewneck Tee - Edition 9,Apparel & Accessories,172.99,59.89
PROD_0324,Double-Walled Insulated Glass Tumbler Set - Edition 6,Home & Kitchen,38.5,15.09
PROD_0325,Heavy-Duty Resistance Bands Set - Edition 4,Sports & Outdoors,180.99,91.26
PROD_0326,Gentle Exfoliating AHA/BHA Cleanser - Edition 7,Beauty & Personal Care,12.0,4.7
PROD_0327,Compact Folding Camping Chair - Edition 3,Sports & Outdoors,293.0,180.11
PROD_0328,Aromatherapy Ultrasonic Essential Oil Diffuser - Edition 6,Home & Kitchen,258.5,106.64
PROD_0329,Non-Stick Ceramic Cookware 10-Pc Set - Edition 5,Home & Kitchen,179.99,107.78
PROD_0330,Polarized UV400 Wayfarer Sunglasses - Edition 7,Apparel & Accessories,149.99,62.07
PROD_0331,Hydrating Hyaluronic Acid Serum - Edition 10,Beauty & Personal Care,84.0,23.16
PROD_0332,Breathable Cushioned Running Socks (3-Pack) - Edition 8,Apparel & Accessories,63.99,28.66
PROD_0333,Organic Argan Oil Hair Repair Mask - Edition 4,Beauty & Personal Care,76.99,21.71
PROD_0334,Insulated Hydro Stainless Water Bottle 32oz - Edition 5,Sports & Outdoors,406.99,173.9
PROD_0335,Smart LED Ambient Light Bar - Edition 6,Electronics,1033.0,761.12
PROD_0336,Double-Walled Insulated Glass Tumbler Set - Edition 7,Home & Kitchen,301.99,156.32
PROD_0337,Pro Wireless Noise-Cancelling Headphones - Edition 6,Electronics,161.99,121.91
PROD_0338,Botanical Nourishing Night Cream - Edition 8,Beauty & Personal Care,58.0,10.67
PROD_0339,Ergonomic Mechanical Keyboard - Edition 8,electronics,746.0,573.08
PROD_0340,Principles of Customer Centricity - Edition 4,Books & Media,26.99,18.25
PROD_0341,Smart Home Security Camera Hub - Edition 7,Electronics,962.99,751.31
PROD_0342,The Agile Technology Organization - Edition 3,Books & Media,22.0,11.55
PROD_0343,Ultralight 2-Person Backpacking Tent - Edition 4,Sports & Outdoors,34.0,17.93
PROD_0344,Weighted Cooling Blanket 15-lb - Edition 5,Home & Kitchen,241.5,136.22
PROD_0345,Sonic Electric Toothbrush with UV Sanitizer - Edition 7,Beauty & Personal Care,67.99,17.94
PROD_0346,Gentle Exfoliating AHA/BHA Cleanser - Edition 8,Beauty & Personal Care,15.99,4.77
PROD_0347,Designing Scalable Machine Learning Systems - Edition 3,Books & Media,30.0,20.16
PROD_0348,Quick-Dry Stretch Boardshorts - Edition 6,Apparel & Accessories,49.99,20.55
PROD_0349,Stainless Steel French Press Coffee Maker - Edition 8,Home & Kitchen,52.5,26.82
PROD_0350,Foldable Drone with 4K HD Camera - Edition 3,Electronics,979.0,669.23
PROD_0351,Damascus Steel 8-Inch Chef Knife - Edition 7,Home & Kitchen,47.5,19.39
PROD_0352,Noise-Isolating Gaming Headset - Edition 5,Electronics,777.5,590.85
PROD_0353,Non-Stick Ceramic Cookware 10-Pc Set - Edition 6,Home & Kitchen,159.99,77.18
PROD_0354,Memory Foam Orthopedic Contour Pillow - Edition 10,Home & Kitchen,337.99,131.51
PROD_0355,Digital Touchscreen Air Fryer XL - Edition 4,Home & Kitchen,34.99,18.67
PROD_0356,Weighted Cooling Blanket 15-lb - Edition 6,Home & Kitchen,309.5,182.63
PROD_0357,Natural Tea Tree Purifying Toner - Edition 4,Beauty & Personal Care,89.0,33.3
PROD_0358,Botanical Nourishing Night Cream - Edition 9,Beauty & Personal Care,16.0,3.46
PROD_0359,Cordless Rechargeable Stick Vacuum - Edition 4,Home & Kitchen,71.5,28.5
PROD_0360,Double-Walled Insulated Glass Tumbler Set - Edition 8,Home & Kitchen,202.5,103.8
PROD_0361,Data Strategy & Enterprise Architecture Playbook - Edition 5,Books & Media,27.0,13.67
PROD_0362,True Wireless Earbuds with ANC - Edition 5,Electronics,403.99,320.56
PROD_0363,1080p Streaming Webcam with Ring Light - Edition 6,Electronics,375.99,303.35
PROD_0364,Compact Dual-Band Wi-Fi 6 Router - Edition 7,Electronics,1046.0,754.06
PROD_0365,Sonic Electric Toothbrush with UV Sanitizer - Edition 8,Beauty & Personal Care,80.99,17.39
PROD_0366,Performance Moisture-Wicking Hoodie - Edition 7,Apparel & Accessories,175.0,79.56
PROD_0367,Natural Tea Tree Purifying Toner - Edition 5,Beauty & Personal Care,78.99,22.15
PROD_0368,Botanical Nourishing Night Cream - Edition 10,Beauty & Personal Care,86.5,16.11
PROD_0369,All-Weather Lightweight Windbreaker - Edition 8,Apparel & Accessories,135.0,52.48
PROD_0370,Deep-Tissue Percussion Massage Gun - Edition 3,Sports & Outdoors,177.99,97.48
PROD_0371,Hydrating Hyaluronic Acid Serum - Edition 11,Beauty & Personal Care,44.99,17.23
PROD_0372,Polarized UV400 Wayfarer Sunglasses - Edition 8,Apparel & Accessories,148.99,58.22
PROD_0373,Full-Grain Leather Bi-Fold Wallet - Edition 7,Apparel & Accessories,173.0,81.82
PROD_0374,Breathable Cushioned Running Socks (3-Pack) - Edition 9,Apparel & Accessories,44.5,19.53
PROD_0375,USB-C Multi-Port Hub Adapter - Edition 3,Electronics,1171.0,875.67
PROD_0376,MagSafe Fast Charging Station - Edition 3,Electronics,1126.99,769.95
PROD_0377,Data Strategy & Enterprise Architecture Playbook - Edition 6,Books & Media,19.5,13.05
PROD_0378,Italian Leather Dress Belt - Edition 3,Apparel & Accessories,28.99,12.78
PROD_0379,Organic Pima Cotton Crewneck Tee - Edition 10,Apparel & Accessories,112.99,42.1
PROD_0380,Collagen Peptide Firming Eye Cream - Edition 6,Beauty & Personal Care,63.0,22.4
PROD_0381,Smart WiFi Meat Thermometer - Edition 6,Home & Kitchen,276.0,113.13
PROD_0382,The Agile Technology Organization - Edition 4,Books & Media,47.5,29.94
PROD_0383,Organic Argan Oil Hair Repair Mask - Edition 5,Beauty & Personal Care,19.99,6.07
PROD_0384,Double-Walled Insulated Glass Tumbler Set - Edition 9,Home & Kitchen,322.99,166.91
PROD_0385,Waterproof Commuter Backpack - Edition 5,Apparel & Accessories,146.99,65.18
PROD_0386,Modern Retail Analytics Handbook - Edition 5,Books & Media,22.5,12.81
PROD_0387,Natural Tea Tree Purifying Toner - Edition 6,Beauty & Personal Care,67.99,23.78
PROD_0388,Principles of Customer Centricity - Edition 5,Books & Media,38.99,25.98
PROD_0389,Smart Home Security Camera Hub - Edition 8,Electronics,1126.0,906.4
PROD_0390,Deep-Tissue Percussion Massage Gun - Edition 4,Sports & Outdoors,221.99,114.57
PROD_0391,Digital Touchscreen Air Fryer XL - Edition 5,Home & Kitchen,183.0,69.75
PROD_0392,MagSafe Fast Charging Station - Edition 4,Electronics,606.99,457.12
PROD_0393,Smart WiFi Meat Thermometer - Edition 7,Home & Kitchen,156.0,73.25
PROD_0394,Mineral Daily Sunscreen SPF 50 - Edition 4,Beauty & Personal Care,30.99,8.05
PROD_0395,1080p Streaming Webcam with Ring Light - Edition 7,Electronics,103.5,78.07
PROD_0396,Double-Walled Insulated Glass Tumbler Set - Edition 10,Home & Kitchen,307.0,152.08
PROD_0397,Compact Folding Camping Chair - Edition 4,Sports & Outdoors,48.0,23.54
PROD_0398,Slim-Fit Stretch Denim Jeans - Edition 7,Apparel & Accessories,148.0,58.37
PROD_0399,Damascus Steel 8-Inch Chef Knife - Edition 8,Home & Kitchen,224.99,103.76
PROD_0400,Polarized UV400 Wayfarer Sunglasses - Edition 9,Apparel & Accessories,76.0,26.41
PROD_0401,Full-Grain Leather Bi-Fold Wallet - Edition 8,Apparel & Accessories,130.0,52.76
PROD_0402,Non-Slip High-Density Yoga Mat - Edition 7,Sports & Outdoors,192.0,87.85
PROD_0403,Organic Argan Oil Hair Repair Mask - Edition 6,Beauty & Personal Care,53.99,16.14
PROD_0404,Precision Bluetooth Optical Mouse - Edition 7,Electronics,293.5,210.05
PROD_0405,Advanced SQL for Commercial Insights - Edition 2,Books & Media,15.99,9.19
PROD_0406,Trail-Ready Waterproof Hiking Poles - Edition 6,Sports & Outdoors,320.99,141.58
PROD_0407,Organic Pima Cotton Crewneck Tee - Edition 11,Apparel & Accessories,63.5,18.34
PROD_0408,High-Performance Speed Jump Rope - Edition 4,Sports & Outdoors,85.99,49.91
PROD_0409,Active Fitness Smartwatch - Edition 6,Electronics,381.99,266.02
PROD_0410,Modern Retail Analytics Handbook - Edition 6,Books & Media,40.5,22.61
PROD_0411,Hydrating Hyaluronic Acid Serum - Edition 12,Beauty & Personal Care,26.0,7.66
PROD_0412,Vitamin C Brightening Facial Moisturizer - Edition 4,Beauty & Personal Care,24.99,8.49
PROD_0413,20000mAh Power Bank Fast Charger - Edition 6,electronics,401.99,298.67
PROD_0414,Insulated Hydro Stainless Water Bottle 32oz - Edition 6,Sports & Outdoors,303.99,184.22
PROD_0415,Smart LED Ambient Light Bar - Edition 7,Electronics,600.99,429.88
PROD_0416,Breathable Cushioned Running Socks (3-Pack) - Edition 10,Apparel & Accessories,154.0,60.11
PROD_0417,Pro Wireless Noise-Cancelling Headphones - Edition 7,Electronics,992.99,764.09
PROD_0418,Botanical Nourishing Night Cream - Edition 11,Beauty & Personal Care,26.99,8.02
PROD_0419,Ergonomic Mechanical Keyboard - Edition 9,Electronics,497.5,355.59
PROD_0420,Deep-Tissue Percussion Massage Gun - Edition 5,Sports & Outdoors,148.99,84.24
PROD_0421,Hydrating Hyaluronic Acid Serum - Edition 13,Beauty & Personal Care,22.99,7.66
PROD_0422,Portable Waterproof Bluetooth Speaker - Edition 6,Electronics,471.99,371.44
PROD_0423,USB-C Multi-Port Hub Adapter - Edition 4,Electronics,926.99,695.51
PROD_0424,MagSafe Fast Charging Station - Edition 5,Electronics,787.0,549.79
PROD_0425,Non-Stick Ceramic Cookware 10-Pc Set - Edition 7,Home & Kitchen,339.99,137.44
PROD_0426,Trail-Ready Waterproof Hiking Poles - Edition 7,Sports & Outdoors,383.5,177.07
PROD_0427,Waterproof Commuter Backpack - Edition 6,Apparel & Accessories,94.0,44.82
PROD_0428,High-Performance Speed Jump Rope - Edition 5,Sports & Outdoors,213.99,111.52
PROD_0429,20000mAh Power Bank Fast Charger - Edition 7,Electronics,515.99,383.22
PROD_0430,Deep-Tissue Percussion Massage Gun - Edition 6,Sports & Outdoors,355.5,212.68
PROD_0431,Behavioral Economics in E-Commerce - Edition 4,Books & Media,18.99,10.07
PROD_0432,Vitamin C Brightening Facial Moisturizer - Edition 5,Beauty & Personal Care,94.0,19.55
PROD_0433,Organic Argan Oil Hair Repair Mask - Edition 7,Beauty & Personal Care,85.99,26.8
PROD_0434,Insulated Hydro Stainless Water Bottle 32oz - Edition 7,Sports & Outdoors,130.99,65.33
PROD_0435,Ergonomic Mechanical Keyboard - Edition 10,Electronics,1129.99,838.47
PROD_0436,Performance Moisture-Wicking Hoodie - Edition 8,Apparel & Accessories,67.99,30.33
PROD_0437,Smart Home Security Camera Hub - Edition 9,Electronics,270.5,185.86
PROD_0438,Memory Foam Orthopedic Contour Pillow - Edition 11,Home & Kitchen,150.99,62.89
PROD_0439,Beard Conditioning Oil & Comb Kit - Edition 6,Beauty & Personal Care,68.5,24.76
PROD_0440,Weighted Cooling Blanket 15-lb - Edition 7,Home & Kitchen,280.99,152.23
PROD_0441,Adjustable Neoprene Dumbbell Set - Edition 7,Sports & Outdoors,385.0,186.52
PROD_0442,True Wireless Earbuds with ANC - Edition 6,Electronics,985.99,776.04
PROD_0443,Organic Argan Oil Hair Repair Mask - Edition 8,Beauty & Personal Care,34.99,11.96
PROD_0444,Compact Dual-Band Wi-Fi 6 Router - Edition 8,Electronics,541.0,410.86
PROD_0445,Tailored Wool Blend Overcoat - Edition 9,Apparel & Accessories,60.0,19.54
PROD_0446,Gentle Exfoliating AHA/BHA Cleanser - Edition 9,Beauty & Personal Care,43.0,9.3
PROD_0447,Behavioral Economics in E-Commerce - Edition 5,Books & Media,18.5,10.84
PROD_0448,Aromatherapy Ultrasonic Essential Oil Diffuser - Edition 7,Home & Kitchen,338.99,200.51
PROD_0449,Pro Wireless Noise-Cancelling Headphones - Edition 8,Electronics,285.0,201.38
PROD_0450,Memory Foam Orthopedic Contour Pillow - Edition 12,Home & Kitchen,50.5,25.91
PROD_0451,Ergonomic Mechanical Keyboard - Edition 11,Electronics,907.99,720.55
PROD_0452,Non-Slip High-Density Yoga Mat - Edition 8,Sports & Outdoors,102.99,55.41
PROD_0453,Organic Argan Oil Hair Repair Mask - Edition 9,Beauty & Personal Care,51.5,13.32
PROD_0454,Portable Waterproof Bluetooth Speaker - Edition 7,Electronics,842.0,574.57
PROD_0455,USB-C Multi-Port Hub Adapter - Edition 5,Electronics,520.5,359.53
PROD_0456,MagSafe Fast Charging Station - Edition 6,Electronics,328.99,236.16
PROD_0457,Data Strategy & Enterprise Architecture Playbook - Edition 7,Books & Media,40.0,24.25
PROD_0458,Cast Iron Pre-Seasoned Dutch Oven - Edition 5,Home & Kitchen,85.99,48.09
PROD_0459,Beard Conditioning Oil & Comb Kit - Edition 7,Beauty & Personal Care,50.99,11.47
PROD_0460,Aromatherapy Ultrasonic Essential Oil Diffuser - Edition 8,Home & Kitchen,310.99,131.67
PROD_0461,Non-Stick Ceramic Cookware 10-Pc Set - Edition 8,Home & Kitchen,106.5,57.93
PROD_0462,Foldable Drone with 4K HD Camera - Edition 4,Electronics,200.99,138.25
PROD_0463,Behavioral Economics in E-Commerce - Edition 6,Books & Media,26.0,13.8
PROD_0464,Performance Moisture-Wicking Hoodie - Edition 9,Apparel & Accessories,84.99,40.2
PROD_0465,Smart WiFi Meat Thermometer - Edition 8,Home & Kitchen,73.0,31.23
PROD_0466,Gentle Exfoliating AHA/BHA Cleanser - Edition 10,Beauty & Personal Care,29.5,5.85
PROD_0467,Cordless Rechargeable Stick Vacuum - Edition 5,Home & Kitchen,292.99,161.12
PROD_0468,Principles of Customer Centricity - Edition 6,Books & Media,12.0,6.32
PROD_0469,Smart Home Security Camera Hub - Edition 10,Electronics,398.99,284.72
PROD_0470,Cast Iron Pre-Seasoned Dutch Oven - Edition 6,Home & Kitchen,62.5,26.76
PROD_0471,Full-Grain Leather Bi-Fold Wallet - Edition 9,Apparel & Accessories,174.99,68.55
PROD_0472,Aromatherapy Ultrasonic Essential Oil Diffuser - Edition 9,Home & Kitchen,300.5,145.43
PROD_0473,Active Fitness Smartwatch - Edition 7,Electronics,905.99,647.86
PROD_0474,True Wireless Earbuds with ANC - Edition 7,Electronics,377.0,302.92
PROD_0475,Fleece-Lined Winter Beanie - Edition 4,Apparel & Accessories,57.99,21.97
PROD_0476,Italian Leather Dress Belt - Edition 4,Apparel & Accessories,115.5,46.31
PROD_0477,Organic Pima Cotton Crewneck Tee - Edition 12,Apparel & Accessories,149.0,64.17
PROD_0478,Bamboo Cutting Board with Juice Groove - Edition 8,Home & Kitchen,256.0,115.42
PROD_0479,Cordless Rechargeable Stick Vacuum - Edition 6,Home & Kitchen,188.0,79.91
PROD_0480,Merino Wool Blend Thermal Sweater - Edition 5,apparel & accessories,178.99,60.07
PROD_0481,All-Weather Lightweight Windbreaker - Edition 9,Apparel & Accessories,171.99,70.45
PROD_0482,Slim-Fit Stretch Denim Jeans - Edition 8,Apparel & Accessories,124.0,47.77
PROD_0483,Damascus Steel 8-Inch Chef Knife - Edition 9,Home & Kitchen,335.99,171.11
PROD_0484,Polarized UV400 Wayfarer Sunglasses - Edition 10,Apparel & Accessories,164.99,69.82
PROD_0485,Smart Home Security Camera Hub - Edition 11,Electronics,954.5,
PROD_0486,Breathable Cushioned Running Socks (3-Pack) - Edition 11,Apparel & Accessories,165.99,69.67
PROD_0487,Digital Touchscreen Air Fryer XL - Edition 6,Home & Kitchen,266.99,124.58
PROD_0488,Quick-Dry Stretch Boardshorts - Edition 7,Apparel & Accessories,127.99,40.2
PROD_0489,Smart WiFi Meat Thermometer - Edition 9,Home & Kitchen,29.99,13.3
PROD_0490,Bamboo Cutting Board with Juice Groove - Edition 9,Home & Kitchen,201.99,99.17
PROD_0491,Hydrating Hyaluronic Acid Serum - Edition 14,Beauty & Personal Care,16.99,3.56
PROD_0492,Double-Walled Insulated Glass Tumbler Set - Edition 11,Home & Kitchen,31.99,16.4
PROD_0493,Organic Argan Oil Hair Repair Mask - Edition 10,Beauty & Personal Care,90.0,21.16
PROD_0494,Merino Wool Blend Thermal Sweater - Edition 6,Apparel & Accessories,61.99,19.01
PROD_0495,Sonic Electric Toothbrush with UV Sanitizer - Edition 9,Beauty & Personal Care,73.5,25.91
PROD_0496,Aromatherapy Ultrasonic Essential Oil Diffuser - Edition 10,Home & Kitchen,190.0,81.43
PROD_0497,Waterproof Commuter Backpack - Edition 7,Apparel & Accessories,59.0,28.0
PROD_0498,Memory Foam Orthopedic Contour Pillow - Edition 13,Home & Kitchen,326.99,145.12
PROD_0499,Full-Grain Leather Bi-Fold Wallet - Edition 10,Apparel & Accessories,124.99,46.71
PROD_0500,Weighted Cooling Blanket 15-lb - Edition 8,Home & Kitchen,173.5,86.94
